IMGNAME	SIM_OR_EXP	TOTAL_VOXELS	MIN_TH_VAL	MIN_TH_SPOTS	TOTAL_VOX_LOG	MINTH_SPOTS_LOG	PROP
sctc_E1R2_1m_I2_STL1	Exp	86965725	10	122332	7.939348	5.087540	0.001407
sctc_E1R2_1m_I2_CTT1	Exp	86965725	10	1164481	7.939348	6.066132	0.013390
sctc_E1R2_1m_I3_STL1	Exp	86965725	10	107534	7.939348	5.031546	0.001237
sctc_E1R2_1m_I3_CTT1	Exp	86965725	10	1234197	7.939348	6.091384	0.014192
sctc_E1R2_1m_I4_STL1	Exp	86965725	10	101548	7.939348	5.006671	0.001168
sctc_E1R2_1m_I4_CTT1	Exp	86965725	10	1198861	7.939348	6.078769	0.013785
sctc_E1R2_20m_I1_STL1	Exp	86965725	10	297153	7.939348	5.472980	0.003417
sctc_E1R2_20m_I1_CTT1	Exp	86965725	10	791348	7.939348	5.898368	0.009100
sctc_E1R2_20m_I2_STL1	Exp	86965725	10	322147	7.939348	5.508054	0.003704
sctc_E1R2_20m_I2_CTT1	Exp	86965725	10	852536	7.939348	5.930713	0.009803
sctc_E1R2_20m_I3_STL1	Exp	86965725	10	320787	7.939348	5.506217	0.003689
sctc_E1R2_20m_I3_CTT1	Exp	86965725	10	930116	7.939348	5.968537	0.010695
sctc_E1R2_20m_I4_STL1	Exp	86965725	10	286368	7.939348	5.456924	0.003293
sctc_E1R2_20m_I4_CTT1	Exp	86965725	10	859492	7.939348	5.934242	0.009883
sctc_E1R2_25m_I1_STL1	Exp	86965725	10	87389	7.939348	4.941457	0.001005
sctc_E1R2_25m_I1_CTT1	Exp	86965725	10	1331554	7.939348	6.124359	0.015311
sctc_E1R2_25m_I2_STL1	Exp	86965725	10	86353	7.939348	4.936277	0.000993
sctc_E1R2_25m_I2_CTT1	Exp	86965725	10	1369134	7.939348	6.136446	0.015743
sctc_E1R2_25m_I3_STL1	Exp	86965725	10	69389	7.939348	4.841291	0.000798
sctc_E1R2_25m_I3_CTT1	Exp	86965725	10	1392680	7.939348	6.143851	0.016014
sctc_E1R2_25m_I4_STL1	Exp	86965725	10	69937	7.939348	4.844707	0.000804
sctc_E1R2_25m_I4_CTT1	Exp	86965725	10	1373783	7.939348	6.137918	0.015797
sctc_E1R2_2m_I1_STL1	Exp	86965725	10	155741	7.939348	5.192403	0.001791
sctc_E1R2_2m_I1_CTT1	Exp	86965725	10	1155538	7.939348	6.062784	0.013287
sctc_E1R2_2m_I2_STL1	Exp	86965725	10	152518	7.939348	5.183321	0.001754
sctc_E1R2_2m_I2_CTT1	Exp	86965725	10	1189839	7.939348	6.075488	0.013682
sctc_E1R2_2m_I3_STL1	Exp	86965725	10	98915	7.939348	4.995262	0.001137
sctc_E1R2_2m_I3_CTT1	Exp	86965725	10	1300929	7.939348	6.114254	0.014959
sctc_E1R2_2m_I4_STL1	Exp	86965725	10	137951	7.939348	5.139725	0.001586
sctc_E1R2_2m_I4_CTT1	Exp	86965725	10	1197212	7.939348	6.078171	0.013766
sctc_E1R2_30m_I1_STL1	Exp	86965725	10	56490	7.939348	4.751972	0.000650
sctc_E1R2_30m_I1_CTT1	Exp	86965725	10	1326334	7.939348	6.122653	0.015251
sctc_E1R2_30m_I2_STL1	Exp	86965725	10	45999	7.939348	4.662748	0.000529
sctc_E1R2_30m_I2_CTT1	Exp	86965725	10	1346666	7.939348	6.129260	0.015485
sctc_E1R2_30m_I3_STL1	Exp	86965725	10	45911	7.939348	4.661917	0.000528
sctc_E1R2_30m_I3_CTT1	Exp	86965725	10	1330734	7.939348	6.124091	0.015302
sctc_E1R2_30m_I4_STL1	Exp	86965725	10	34994	7.939348	4.543994	0.000402
sctc_E1R2_30m_I4_CTT1	Exp	86965725	10	1377213	7.939348	6.139001	0.015836
sctc_E1R2_30m_I7_STL1	Exp	86965725	10	34990	7.939348	4.543944	0.000402
sctc_E1R2_30m_I7_CTT1	Exp	86965725	10	1373037	7.939348	6.137682	0.015788
sctc_E1R2_35m_I1_STL1	Exp	86965725	10	131798	7.939348	5.119909	0.001516
sctc_E1R2_35m_I1_CTT1	Exp	86965725	10	1124733	7.939348	6.051049	0.012933
sctc_E1R2_35m_I2_STL1	Exp	86965725	10	134707	7.939348	5.129390	0.001549
sctc_E1R2_35m_I2_CTT1	Exp	86965725	10	1151779	7.939348	6.061369	0.013244
sctc_E1R2_35m_I3_STL1	Exp	86965725	10	98036	7.939348	4.991386	0.001127
sctc_E1R2_35m_I3_CTT1	Exp	86965725	10	1265196	7.939348	6.102158	0.014548
sctc_E1R2_35m_I4_STL1	Exp	86965725	10	100000	7.939348	5.000000	0.001150
sctc_E1R2_35m_I4_CTT1	Exp	86965725	10	1242883	7.939348	6.094430	0.014292
sctc_E1R2_40m_I1_STL1	Exp	86965725	10	72716	7.939348	4.861630	0.000836
sctc_E1R2_40m_I1_CTT1	Exp	86965725	10	1308352	7.939348	6.116725	0.015044
sctc_E1R2_40m_I2_STL1	Exp	86965725	10	95828	7.939348	4.981492	0.001102
sctc_E1R2_40m_I2_CTT1	Exp	86965725	10	1272124	7.939348	6.104529	0.014628
sctc_E1R2_40m_I3_STL1	Exp	86965725	10	105196	7.939348	5.021999	0.001210
sctc_E1R2_40m_I3_CTT1	Exp	86965725	10	1275693	7.939348	6.105746	0.014669
sctc_E1R2_40m_I4_STL1	Exp	86965725	10	103119	7.939348	5.013339	0.001186
sctc_E1R2_40m_I4_CTT1	Exp	86965725	10	1249745	7.939348	6.096821	0.014371
sctc_E1R2_45m_I1_STL1	Exp	86965725	10	43648	7.939348	4.639964	0.000502
sctc_E1R2_45m_I1_CTT1	Exp	86965725	10	1278570	7.939348	6.106725	0.014702
sctc_E1R2_45m_I2_STL1	Exp	86965725	10	54764	7.939348	4.738495	0.000630
sctc_E1R2_45m_I2_CTT1	Exp	86965725	10	1306626	7.939348	6.116151	0.015025
sctc_E1R2_45m_I3_STL1	Exp	86965725	10	52871	7.939348	4.723218	0.000608
sctc_E1R2_45m_I3_CTT1	Exp	86965725	10	1326065	7.939348	6.122565	0.015248
sctc_E1R2_45m_I4_STL1	Exp	86965725	10	51892	7.939348	4.715100	0.000597
sctc_E1R2_45m_I4_CTT1	Exp	86965725	10	1348208	7.939348	6.129757	0.015503
sctc_E1R2_4m_I1_STL1	Exp	86965725	10	81898	7.939348	4.913273	0.000942
sctc_E1R2_4m_I1_CTT1	Exp	86965725	10	1060878	7.939348	6.025665	0.012199
sctc_E1R2_4m_I2_STL1	Exp	86965725	10	120778	7.939348	5.081988	0.001389
sctc_E1R2_4m_I2_CTT1	Exp	86965725	10	1020859	7.939348	6.008966	0.011739
sctc_E1R2_4m_I3_STL1	Exp	86965725	10	110544	7.939348	5.043535	0.001271
sctc_E1R2_4m_I3_CTT1	Exp	86965725	10	1260063	7.939348	6.100392	0.014489
sctc_E1R2_4m_I4_STL1	Exp	86965725	10	84252	7.939348	4.925580	0.000969
sctc_E1R2_4m_I4_CTT1	Exp	86965725	10	1299507	7.939348	6.113779	0.014943
sctc_E1R2_50m_I1_STL1	Exp	86965725	10	28848	7.939348	4.460116	0.000332
sctc_E1R2_50m_I1_CTT1	Exp	86965725	10	1392722	7.939348	6.143864	0.016015
sctc_E1R2_50m_I2_STL1	Exp	86965725	10	39074	7.939348	4.591888	0.000449
sctc_E1R2_50m_I2_CTT1	Exp	86965725	10	1366651	7.939348	6.135658	0.015715
sctc_E1R2_50m_I3_STL1	Exp	86965725	10	31820	7.939348	4.502700	0.000366
sctc_E1R2_50m_I3_CTT1	Exp	86965725	10	1392324	7.939348	6.143740	0.016010
sctc_E1R2_55m_I1_STL1	Exp	86965725	10	60444	7.939348	4.781353	0.000695
sctc_E1R2_55m_I1_CTT1	Exp	86965725	10	1220663	7.939348	6.086596	0.014036
sctc_E1R2_55m_I2_STL1	Exp	86965725	10	82293	7.939348	4.915363	0.000946
sctc_E1R2_55m_I2_CTT1	Exp	86965725	10	1188776	7.939348	6.075100	0.013669
sctc_E1R2_55m_I3_STL1	Exp	86965725	10	85256	7.939348	4.930725	0.000980
sctc_E1R2_55m_I3_CTT1	Exp	86965725	10	1181534	7.939348	6.072446	0.013586
sctc_E1R2_55m_I4_STL1	Exp	86965725	10	71866	7.939348	4.856523	0.000826
sctc_E1R2_55m_I4_CTT1	Exp	86965725	10	1260344	7.939348	6.100489	0.014492
sctc_E1R2_6m_I1_STL1	Exp	86965725	10	109157	7.939348	5.038052	0.001255
sctc_E1R2_6m_I1_CTT1	Exp	86965725	10	1033137	7.939348	6.014158	0.011880
sctc_E1R2_6m_I2_STL1	Exp	86965725	10	135733	7.939348	5.132685	0.001561
sctc_E1R2_6m_I2_CTT1	Exp	86965725	10	863506	7.939348	5.936265	0.009929
sctc_E1R2_6m_I3_STL1	Exp	86965725	10	140202	7.939348	5.146754	0.001612
sctc_E1R2_6m_I3_CTT1	Exp	86965725	10	882071	7.939348	5.945504	0.010143
sctc_E1R2_6m_I4_STL1	Exp	86965725	10	136484	7.939348	5.135082	0.001569
sctc_E1R2_6m_I4_CTT1	Exp	86965725	10	911703	7.939348	5.959853	0.010483
sctc_E1R2_8m_I1_STL1	Exp	86965725	10	71461	7.939348	4.854069	0.000822
sctc_E1R2_8m_I1_CTT1	Exp	86965725	10	1031592	7.939348	6.013508	0.011862
sctc_E1R2_8m_I2_STL1	Exp	86965725	10	101246	7.939348	5.005378	0.001164
sctc_E1R2_8m_I2_CTT1	Exp	86965725	10	999626	7.939348	5.999838	0.011494
sctc_E1R2_8m_I3_STL1	Exp	86965725	10	98669	7.939348	4.994181	0.001135
sctc_E1R2_8m_I3_CTT1	Exp	86965725	10	1012918	7.939348	6.005574	0.011647
sctc_E1R2_8m_I4_STL1	Exp	86965725	10	106732	7.939348	5.028295	0.001227
sctc_E1R2_8m_I4_CTT1	Exp	86965725	10	1083977	7.939348	6.035020	0.012464
sctc_E2R1_0m_I1_STL1	Exp	86965725	10	99370	7.939348	4.997255	0.001143
sctc_E2R1_0m_I1_CTT1	Exp	86965725	10	1208366	7.939348	6.082198	0.013895
sctc_E2R1_0m_I2_STL1	Exp	86965725	10	92661	7.939348	4.966897	0.001065
sctc_E2R1_0m_I2_CTT1	Exp	86965725	10	1245233	7.939348	6.095251	0.014319
sctc_E2R1_0m_I3_STL1	Exp	86965725	10	55277	7.939348	4.742544	0.000636
sctc_E2R1_0m_I3_CTT1	Exp	86965725	10	1314903	7.939348	6.118894	0.015120
sctc_E2R1_0m_I4_STL1	Exp	86965725	10	62050	7.939348	4.792742	0.000713
sctc_E2R1_0m_I4_CTT1	Exp	86965725	10	1335583	7.939348	6.125671	0.015358
sctc_E2R1_10m_I1_STL1	Exp	86965725	10	85956	7.939348	4.934276	0.000988
sctc_E2R1_10m_I1_CTT1	Exp	86965725	10	131522	7.939348	5.118998	0.001512
sctc_E2R1_10m_I2_STL1	Exp	86965725	10	89028	7.939348	4.949527	0.001024
sctc_E2R1_10m_I2_CTT1	Exp	86965725	10	178996	7.939348	5.252843	0.002058
sctc_E2R1_10m_I3_STL1	Exp	86965725	10	138616	7.939348	5.141813	0.001594
sctc_E2R1_10m_I3_CTT1	Exp	86965725	10	180244	7.939348	5.255861	0.002073
sctc_E2R1_10m_I4_STL1	Exp	86965725	10	149970	7.939348	5.176004	0.001724
sctc_E2R1_10m_I4_CTT1	Exp	86965725	10	294937	7.939348	5.469729	0.003391
sctc_E2R1_15m_I1_STL1	Exp	86965725	10	179964	7.939348	5.255186	0.002069
sctc_E2R1_15m_I1_CTT1	Exp	86965725	10	297112	7.939348	5.472920	0.003416
sctc_E2R1_15m_I2_STL1	Exp	86965725	10	197966	7.939348	5.296591	0.002276
sctc_E2R1_15m_I2_CTT1	Exp	86965725	10	219195	7.939348	5.340831	0.002520
sctc_E2R1_15m_I3_STL1	Exp	86965725	10	242877	7.939348	5.385386	0.002793
sctc_E2R1_15m_I3_CTT1	Exp	86965725	10	308369	7.939348	5.489071	0.003546
sctc_E2R1_15m_I4_STL1	Exp	86965725	10	100099	7.939348	5.000430	0.001151
sctc_E2R1_15m_I4_CTT1	Exp	86965725	10	163189	7.939348	5.212691	0.001876
sctc_E2R1_15m_I5_STL1	Exp	91106950	10	190039	7.959552	5.278843	0.002086
sctc_E2R1_15m_I5_CTT1	Exp	91106950	10	283461	7.959552	5.452493	0.003111
sctc_E2R1_15m_I6_STL1	Exp	86965725	10	240523	7.939348	5.381157	0.002766
sctc_E2R1_15m_I6_CTT1	Exp	86965725	10	912711	7.939348	5.960333	0.010495
sctc_E2R1_15m_I7_STL1	Exp	86965725	10	75745	7.939348	4.879354	0.000871
sctc_E2R1_15m_I7_CTT1	Exp	86965725	10	178243	7.939348	5.251012	0.002050
sctc_E2R1_15m_I8_STL1	Exp	86965725	10	308863	7.939348	5.489766	0.003552
sctc_E2R1_15m_I8_CTT1	Exp	86965725	10	918051	7.939348	5.962867	0.010556
sctc_E2R1_15m_I9_STL1	Exp	91106950	10	181223	7.959552	5.258213	0.001989
sctc_E2R1_15m_I9_CTT1	Exp	91106950	10	256162	7.959552	5.408515	0.002812
sctc_E2R1_1m_I1_STL1	Exp	86965725	10	138179	7.939348	5.140442	0.001589
sctc_E2R1_1m_I1_CTT1	Exp	86965725	10	1194219	7.939348	6.077084	0.013732
sctc_E2R1_1m_I2_STL1	Exp	86965725	10	54570	7.939348	4.736954	0.000627
sctc_E2R1_1m_I2_CTT1	Exp	86965725	10	1348668	7.939348	6.129905	0.015508
sctc_E2R1_1m_I3_STL1	Exp	86965725	10	167519	7.939348	5.224064	0.001926
sctc_E2R1_1m_I3_CTT1	Exp	86965725	10	1087067	7.939348	6.036256	0.012500
sctc_E2R1_1m_I4_STL1	Exp	86965725	10	190186	7.939348	5.279179	0.002187
sctc_E2R1_1m_I4_CTT1	Exp	86965725	10	1097683	7.939348	6.040477	0.012622
sctc_E2R1_1m_I5_STL1	Exp	86965725	10	146908	7.939348	5.167045	0.001689
sctc_E2R1_1m_I5_CTT1	Exp	86965725	10	1165877	7.939348	6.066653	0.013406
sctc_E2R1_1m_I6_STL1	Exp	86965725	10	70769	7.939348	4.849843	0.000814
sctc_E2R1_1m_I6_CTT1	Exp	86965725	10	1264597	7.939348	6.101952	0.014541
sctc_E2R1_20m_I1_STL1	Exp	86965725	10	331576	7.939348	5.520583	0.003813
sctc_E2R1_20m_I1_CTT1	Exp	86965725	10	490495	7.939348	5.690635	0.005640
sctc_E2R1_20m_I2_STL1	Exp	86965725	10	417954	7.939348	5.621128	0.004806
sctc_E2R1_20m_I2_CTT1	Exp	86965725	10	443689	7.939348	5.647079	0.005102
sctc_E2R1_20m_I3_STL1	Exp	86965725	10	429783	7.939348	5.633249	0.004942
sctc_E2R1_20m_I3_CTT1	Exp	86965725	10	480115	7.939348	5.681345	0.005521
sctc_E2R1_20m_I4_STL1	Exp	86965725	10	318436	7.939348	5.503022	0.003662
sctc_E2R1_20m_I4_CTT1	Exp	86965725	10	452305	7.939348	5.655431	0.005201
sctc_E2R1_20m_I5_STL1	Exp	86965725	10	333375	7.939348	5.522933	0.003833
sctc_E2R1_20m_I5_CTT1	Exp	86965725	10	397082	7.939348	5.598880	0.004566
sctc_E2R1_25m_I1_STL1	Exp	86965725	10	218904	7.939348	5.340254	0.002517
sctc_E2R1_25m_I1_CTT1	Exp	86965725	10	207620	7.939348	5.317269	0.002387
sctc_E2R1_25m_I2_STL1	Exp	86965725	10	354471	7.939348	5.549581	0.004076
sctc_E2R1_25m_I2_CTT1	Exp	86965725	10	444808	7.939348	5.648173	0.005115
sctc_E2R1_25m_I3_STL1	Exp	86965725	10	352594	7.939348	5.547275	0.004054
sctc_E2R1_25m_I3_CTT1	Exp	86965725	10	445216	7.939348	5.648571	0.005119
sctc_E2R1_25m_I4_STL1	Exp	86965725	10	390434	7.939348	5.591548	0.004490
sctc_E2R1_25m_I4_CTT1	Exp	86965725	10	498097	7.939348	5.697314	0.005728
sctc_E2R1_2m_I1_STL1	Exp	86965725	10	58987	7.939348	4.770756	0.000678
sctc_E2R1_2m_I1_CTT1	Exp	86965725	10	1330231	7.939348	6.123927	0.015296
sctc_E2R1_2m_I2_STL1	Exp	86965725	10	70051	7.939348	4.845414	0.000806
sctc_E2R1_2m_I2_CTT1	Exp	86965725	10	1333236	7.939348	6.124907	0.015331
sctc_E2R1_2m_I3_STL1	Exp	86965725	10	145135	7.939348	5.161772	0.001669
sctc_E2R1_2m_I3_CTT1	Exp	86965725	10	1197597	7.939348	6.078311	0.013771
sctc_E2R1_2m_I4_STL1	Exp	86965725	10	74518	7.939348	4.872261	0.000857
sctc_E2R1_2m_I4_CTT1	Exp	86965725	10	1326492	7.939348	6.122705	0.015253
sctc_E2R1_30m_I1_STL1	Exp	86965725	10	228999	7.939348	5.359834	0.002633
sctc_E2R1_30m_I1_CTT1	Exp	86965725	10	1152848	7.939348	6.061772	0.013256
sctc_E2R1_30m_I2_STL1	Exp	86965725	10	234609	7.939348	5.370345	0.002698
sctc_E2R1_30m_I2_CTT1	Exp	86965725	10	1029455	7.939348	6.012607	0.011837
sctc_E2R1_30m_I3_STL1	Exp	86965725	10	159084	7.939348	5.201627	0.001829
sctc_E2R1_30m_I3_CTT1	Exp	86965725	10	1127889	7.939348	6.052266	0.012969
sctc_E2R1_30m_I4_STL1	Exp	86965725	10	195062	7.939348	5.290173	0.002243
sctc_E2R1_30m_I4_CTT1	Exp	86965725	10	1135618	7.939348	6.055232	0.013058
sctc_E2R1_35m_I1_STL1	Exp	86965725	10	111835	7.939348	5.048578	0.001286
sctc_E2R1_35m_I1_CTT1	Exp	86965725	10	1316092	7.939348	6.119286	0.015133
sctc_E2R1_35m_I2_STL1	Exp	86965725	10	174570	7.939348	5.241970	0.002007
sctc_E2R1_35m_I2_CTT1	Exp	86965725	10	1267058	7.939348	6.102796	0.014570
sctc_E2R1_35m_I3_STL1	Exp	86965725	10	129553	7.939348	5.112447	0.001490
sctc_E2R1_35m_I3_CTT1	Exp	86965725	10	1275905	7.939348	6.105818	0.014671
sctc_E2R1_35m_I4_STL1	Exp	86965725	10	130638	7.939348	5.116070	0.001502
sctc_E2R1_35m_I4_CTT1	Exp	86965725	10	1135261	7.939348	6.055096	0.013054
sctc_E2R1_40m_I1_STL1	Exp	86965725	10	100646	7.939348	5.002797	0.001157
sctc_E2R1_40m_I1_CTT1	Exp	86965725	10	1314101	7.939348	6.118629	0.015111
sctc_E2R1_40m_I2_STL1	Exp	86965725	10	90832	7.939348	4.958239	0.001044
sctc_E2R1_40m_I2_CTT1	Exp	86965725	10	1336379	7.939348	6.125930	0.015367
sctc_E2R1_40m_I3_STL1	Exp	86965725	10	83461	7.939348	4.921484	0.000960
sctc_E2R1_40m_I3_CTT1	Exp	86965725	10	1336976	7.939348	6.126124	0.015374
sctc_E2R1_40m_I4_STL1	Exp	86965725	10	98828	7.939348	4.994880	0.001136
sctc_E2R1_40m_I4_CTT1	Exp	86965725	10	1273862	7.939348	6.105122	0.014648
sctc_E2R1_45m_I1_STL1	Exp	86965725	10	72739	7.939348	4.861767	0.000836
sctc_E2R1_45m_I1_CTT1	Exp	86965725	10	1304786	7.939348	6.115539	0.015003
sctc_E2R1_45m_I2_STL1	Exp	86965725	10	97130	7.939348	4.987353	0.001117
sctc_E2R1_45m_I2_CTT1	Exp	86965725	10	1285386	7.939348	6.109034	0.014780
sctc_E2R1_45m_I3_STL1	Exp	86965725	10	121125	7.939348	5.083234	0.001393
sctc_E2R1_45m_I3_CTT1	Exp	86965725	10	1329070	7.939348	6.123548	0.015283
sctc_E2R1_45m_I4_STL1	Exp	86965725	10	109970	7.939348	5.041274	0.001265
sctc_E2R1_45m_I4_CTT1	Exp	86965725	10	1356781	7.939348	6.132510	0.015601
sctc_E2R1_4m_I1_STL1	Exp	86965725	10	54468	7.939348	4.736141	0.000626
sctc_E2R1_4m_I1_CTT1	Exp	86965725	10	1304811	7.939348	6.115548	0.015004
sctc_E2R1_4m_I2_STL1	Exp	86965725	10	32859	7.939348	4.516654	0.000378
sctc_E2R1_4m_I2_CTT1	Exp	86965725	10	1345691	7.939348	6.128945	0.015474
sctc_E2R1_4m_I3_STL1	Exp	86965725	10	35007	7.939348	4.544155	0.000403
sctc_E2R1_4m_I3_CTT1	Exp	86965725	10	1375023	7.939348	6.138310	0.015811
sctc_E2R1_4m_I4_STL1	Exp	86965725	10	56501	7.939348	4.752056	0.000650
sctc_E2R1_4m_I4_CTT1	Exp	86965725	10	1355340	7.939348	6.132048	0.015585
sctc_E2R1_50m_I1_STL1	Exp	86965725	10	54884	7.939348	4.739446	0.000631
sctc_E2R1_50m_I1_CTT1	Exp	86965725	10	1346393	7.939348	6.129172	0.015482
sctc_E2R1_50m_I2_STL1	Exp	86965725	10	94953	7.939348	4.977509	0.001092
sctc_E2R1_50m_I2_CTT1	Exp	86965725	10	1301324	7.939348	6.114385	0.014964
sctc_E2R1_50m_I3_STL1	Exp	86965725	10	83069	7.939348	4.919439	0.000955
sctc_E2R1_50m_I3_CTT1	Exp	86965725	10	1339864	7.939348	6.127061	0.015407
sctc_E2R1_50m_I4_STL1	Exp	86965725	10	75472	7.939348	4.877786	0.000868
sctc_E2R1_50m_I4_CTT1	Exp	86965725	10	1355489	7.939348	6.132096	0.015586
