IMGNAME	SIM_OR_EXP	TOTAL_VOXELS	MIN_TH_VAL	MIN_TH_SPOTS	TOTAL_VOX_LOG	MINTH_SPOTS_LOG	PROP
simneg_45197a07	Sim	3968064	10	41421	6.598579	4.617221	0.010439
simneg_46204007	Sim	3968064	10	44956	6.598579	4.652788	0.011329
simneg_4747edf5	Sim	3968064	10	45712	6.598579	4.660030	0.011520
simneg_47882bb3	Sim	3968064	10	47791	6.598579	4.679346	0.012044
simneg_479db5b8	Sim	3968064	10	43857	6.598579	4.642039	0.011052
simneg_48460575	Sim	3968064	5	48287	6.598579	4.683830	0.012169
simneg_487c205e	Sim	3968064	1	72441	6.598579	4.859984	0.018256
simneg_48e9df4e	Sim	3968064	10	45456	6.598579	4.657591	0.011455
simneg_491a3210	Sim	3968064	10	41474	6.598579	4.617776	0.010452
simneg_4983e9e8	Sim	3968064	5	49051	6.598579	4.690648	0.012361
simneg_49d37ac4	Sim	3968064	1	57916	6.598579	4.762799	0.014596
simneg_4a400bf7	Sim	3968064	1	66689	6.598579	4.824054	0.016806
simneg_4a722c03	Sim	3968064	10	43289	6.598579	4.636378	0.010909
simneg_4ae6cf3f	Sim	3968064	1	63076	6.598579	4.799864	0.015896
simneg_4b98b0d2	Sim	3968064	5	49573	6.598579	4.695245	0.012493
simneg_4ba096b4	Sim	3968064	1	58221	6.598579	4.765080	0.014672
simneg_4c074ef4	Sim	3968064	5	54209	6.598579	4.734071	0.013661
simneg_4c8adc6b	Sim	3968064	10	44222	6.598579	4.645638	0.011144
simneg_4cbe83b5	Sim	3968064	5	53015	6.598579	4.724399	0.013360
simneg_4d192078	Sim	3968064	1	59005	6.598579	4.770889	0.014870
simneg_4d2ef131	Sim	3968064	5	50263	6.598579	4.701248	0.012667
simneg_4d301977	Sim	3968064	5	51536	6.598579	4.712111	0.012988
simneg_4dbe0508	Sim	3968064	1	55549	6.598579	4.744676	0.013999
simneg_4ea7592d	Sim	3968064	10	46734	6.598579	4.669633	0.011778
simneg_4f2647b0	Sim	3968064	10	46892	6.598579	4.671099	0.011817
simneg_4f7ba576	Sim	3968064	10	48102	6.598579	4.682163	0.012122
simneg_4f874bd0	Sim	3968064	10	44161	6.598579	4.645039	0.011129
simneg_504762bb	Sim	3968064	10	40645	6.598579	4.609007	0.010243
simneg_506b4b0c	Sim	3968064	10	46425	6.598579	4.666752	0.011700
simneg_50802c85	Sim	3968064	5	48972	6.598579	4.689948	0.012342
simneg_50c80610	Sim	3968064	5	51973	6.598579	4.715778	0.013098
simneg_5528d32e	Sim	3968064	5	52241	6.598579	4.718011	0.013165
simneg_5695e8ae	Sim	3968064	1	56322	6.598579	4.750678	0.014194
simneg_56bd2f94	Sim	3968064	1	56652	6.598579	4.753215	0.014277
simneg_56eac852	Sim	3968064	10	45964	6.598579	4.662418	0.011583
simneg_57980fa6	Sim	3968064	10	46915	6.598579	4.671312	0.011823
simneg_58072fd6	Sim	3968064	10	48295	6.598579	4.683902	0.012171
simneg_5840e67f	Sim	3968064	1	70213	6.598579	4.846418	0.017695
simneg_587df002	Sim	3968064	10	48369	6.598579	4.684567	0.012190
simneg_5989de1b	Sim	3968064	10	43670	6.598579	4.640183	0.011005
simneg_59b49c4b	Sim	3968064	5	48102	6.598579	4.682163	0.012122
simneg_5a55deff	Sim	3968064	10	51118	6.598579	4.708574	0.012882
simneg_5a6018fe	Sim	3968064	5	50546	6.598579	4.703687	0.012738
simneg_5a65bf0b	Sim	3968064	10	40009	6.598579	4.602158	0.010083
simneg_5acff5c0	Sim	3968064	10	39302	6.598579	4.594415	0.009905
simneg_5ae2e0de	Sim	3968064	5	57881	6.598579	4.762536	0.014587
simneg_5b009f5d	Sim	3968064	10	42923	6.598579	4.632690	0.010817
simneg_5c988516	Sim	3968064	1	59239	6.598579	4.772608	0.014929
simneg_5d6f38bb	Sim	3968064	1	58836	6.598579	4.769643	0.014827
simneg_5ddc2995	Sim	3968064	10	45493	6.598579	4.657945	0.011465
simneg_5e342d00	Sim	3968064	10	46269	6.598579	4.665290	0.011660
simneg_5ee82dcd	Sim	3968064	10	45646	6.598579	4.659403	0.011503
simneg_60aec3fc	Sim	3968064	1	67357	6.598579	4.828383	0.016975
simneg_60af8c89	Sim	3968064	10	39901	6.598579	4.600984	0.010056
simneg_61b5cb8c	Sim	3968064	10	44168	6.598579	4.645108	0.011131
simneg_61dc8253	Sim	3968064	10	48411	6.598579	4.684944	0.012200
simneg_632fb872	Sim	3968064	10	46195	6.598579	4.664595	0.011642
simneg_634e4184	Sim	3968064	10	42161	6.598579	4.624911	0.010625
simneg_6364991d	Sim	3968064	5	50755	6.598579	4.705479	0.012791
simneg_636b7112	Sim	3968064	5	50727	6.598579	4.705239	0.012784
simneg_63d6104b	Sim	3968064	10	44100	6.598579	4.644439	0.011114
simneg_64562c4a	Sim	3968064	10	42914	6.598579	4.632599	0.010815
simneg_646795f8	Sim	3968064	10	42599	6.598579	4.629399	0.010735
simneg_64961815	Sim	3968064	10	42792	6.598579	4.631363	0.010784
simneg_64e6679d	Sim	3968064	5	51235	6.598579	4.709567	0.012912
simneg_653826db	Sim	3968064	5	48651	6.598579	4.687092	0.012261
simneg_658eeda2	Sim	3968064	10	45052	6.598579	4.653714	0.011354
simneg_659a8d3a	Sim	3968064	10	45440	6.598579	4.657438	0.011451
simneg_67190477	Sim	3968064	10	47556	6.598579	4.677205	0.011985
simneg_67496d8b	Sim	3968064	5	52169	6.598579	4.717413	0.013147
simneg_6823efd3	Sim	3968064	1	57663	6.598579	4.760897	0.014532
simneg_68b77706	Sim	3968064	10	51146	6.598579	4.708812	0.012889
simneg_6938ab16	Sim	3968064	5	49455	6.598579	4.694210	0.012463
simneg_6a20b4b7	Sim	3968064	1	62633	6.598579	4.796803	0.015784
simneg_6a7236a8	Sim	3968064	10	43486	6.598579	4.638349	0.010959
simneg_6abd6f05	Sim	3968064	1	59735	6.598579	4.776229	0.015054
simneg_6b629e20	Sim	3968064	10	46603	6.598579	4.668414	0.011745
simneg_6c30471a	Sim	3968064	10	42404	6.598579	4.627407	0.010686
simneg_6c9b1f89	Sim	3968064	10	41098	6.598579	4.613821	0.010357
simneg_6d3bd2f6	Sim	3968064	1	67821	6.598579	4.831364	0.017092
simneg_6d8eb4dc	Sim	3968064	1	56026	6.598579	4.748390	0.014119
simneg_6dd0e5b0	Sim	3968064	5	53908	6.598579	4.731653	0.013585
simneg_6e413990	Sim	3968064	5	52864	6.598579	4.723160	0.013322
simneg_6f884175	Sim	3968064	10	43831	6.598579	4.641781	0.011046
simneg_7002ed75	Sim	3968064	10	43484	6.598579	4.638329	0.010958
simneg_702cafbd	Sim	3968064	5	49003	6.598579	4.690223	0.012349
simneg_70b47c2b	Sim	3968064	1	62795	6.598579	4.797925	0.015825
simneg_7228e932	Sim	3968064	10	46835	6.598579	4.670571	0.011803
simneg_727f4db3	Sim	3968064	10	48759	6.598579	4.688055	0.012288
simneg_72878a55	Sim	3968064	1	68035	6.598579	4.832732	0.017146
simneg_733bbe99	Sim	3968064	10	47049	6.598579	4.672550	0.011857
simneg_7501144b	Sim	3968064	10	41131	6.598579	4.614169	0.010366
simneg_7568ad15	Sim	3968064	10	49066	6.598579	4.690781	0.012365
simneg_7617104c	Sim	3968064	10	45265	6.598579	4.655763	0.011407
simneg_77ae7d02	Sim	3968064	1	67372	6.598579	4.828479	0.016979
simneg_780000da	Sim	3968064	10	38493	6.598579	4.585382	0.009701
simneg_784a7549	Sim	3968064	10	42608	6.598579	4.629491	0.010738
simneg_78714dc4	Sim	3968064	10	42920	6.598579	4.632660	0.010816
simneg_787d8c83	Sim	3968064	10	42663	6.598579	4.630051	0.010752
simneg_7abb326d	Sim	3968064	10	46351	6.598579	4.666059	0.011681
simneg_7c592059	Sim	3968064	1	61070	6.598579	4.785828	0.015390
simneg_7d03e621	Sim	3968064	10	43572	6.598579	4.639207	0.010981
simneg_7e2b7d7e	Sim	3968064	10	41793	6.598579	4.621104	0.010532
simneg_7e79e454	Sim	3968064	5	47501	6.598579	4.676703	0.011971
simneg_7ec7a6c6	Sim	3968064	10	48996	6.598579	4.690161	0.012348
simneg_7ef84fa5	Sim	3968064	5	49389	6.598579	4.693630	0.012447
simneg_7f3d7090	Sim	3968064	10	41218	6.598579	4.615087	0.010387
simneg_81284f56	Sim	3968064	10	46887	6.598579	4.671052	0.011816
simneg_8148d540	Sim	3968064	10	40346	6.598579	4.605800	0.010168
simneg_824e5c5d	Sim	3968064	1	70565	6.598579	4.848589	0.017783
simneg_82893bfd	Sim	3968064	5	48890	6.598579	4.689220	0.012321
simneg_82d4a2a7	Sim	3968064	10	43754	6.598579	4.641018	0.011027
simneg_83190e73	Sim	3968064	10	49066	6.598579	4.690781	0.012365
simneg_835d2258	Sim	3968064	1	68231	6.598579	4.833982	0.017195
simneg_83797b79	Sim	3968064	10	46605	6.598579	4.668433	0.011745
simneg_84309f42	Sim	3968064	5	51173	6.598579	4.709041	0.012896
simneg_8436625e	Sim	3968064	1	66131	6.598579	4.820405	0.016666
simneg_84f13f24	Sim	3968064	10	39213	6.598579	4.593430	0.009882
simneg_852a4f74	Sim	3968064	10	47908	6.598579	4.680408	0.012073
simneg_855e846c	Sim	3968064	5	51098	6.598579	4.708404	0.012877
simneg_867db480	Sim	3968064	10	41737	6.598579	4.620521	0.010518
simneg_86b3b53f	Sim	3968064	10	43003	6.598579	4.633499	0.010837
simneg_86dd0b01	Sim	3968064	10	43514	6.598579	4.638629	0.010966
simneg_870a1acc	Sim	3968064	5	51312	6.598579	4.710219	0.012931
simneg_87195b22	Sim	3968064	1	59096	6.598579	4.771558	0.014893
simneg_878c0656	Sim	3968064	10	45074	6.598579	4.653926	0.011359
simneg_8885462d	Sim	3968064	5	52753	6.598579	4.722247	0.013294
simneg_889ae2d4	Sim	3968064	5	51353	6.598579	4.710566	0.012942
simneg_89f2311c	Sim	3968064	1	57586	6.598579	4.760317	0.014512
simneg_8a579136	Sim	3968064	1	56452	6.598579	4.751679	0.014227
simneg_8ad246b9	Sim	3968064	10	39830	6.598579	4.600210	0.010038
simneg_8b8e4c0b	Sim	3968064	1	59517	6.598579	4.774641	0.014999
simneg_8c1f1b36	Sim	3968064	5	52670	6.598579	4.721563	0.013273
simneg_8c91ccd5	Sim	3968064	1	55036	6.598579	4.740647	0.013870
simneg_8ca6eaac	Sim	3968064	10	40939	6.598579	4.612137	0.010317
simneg_8ca739fd	Sim	3968064	10	40612	6.598579	4.608654	0.010235
simneg_8d40c7d1	Sim	3968064	10	43773	6.598579	4.641206	0.011031
simneg_8f24a2c4	Sim	3968064	5	49442	6.598579	4.694096	0.012460
simneg_8fc2f1b1	Sim	3968064	10	45689	6.598579	4.659812	0.011514
simneg_8ff07918	Sim	3968064	5	51268	6.598579	4.709846	0.012920
simneg_8ff46d65	Sim	3968064	10	41388	6.598579	4.616874	0.010430
simneg_903a17b0	Sim	3968064	5	52382	6.598579	4.719182	0.013201
simneg_904ef211	Sim	3968064	10	40898	6.598579	4.611702	0.010307
simneg_905b61af	Sim	3968064	1	54101	6.598579	4.733205	0.013634
simneg_90dc59ad	Sim	3968064	1	66632	6.598579	4.823683	0.016792
simneg_90e10700	Sim	3968064	5	47108	6.598579	4.673095	0.011872
simneg_917434d9	Sim	3968064	5	47791	6.598579	4.679346	0.012044
simneg_91d5bb49	Sim	3968064	1	58953	6.598579	4.770506	0.014857
simneg_9261201e	Sim	3968064	5	50276	6.598579	4.701361	0.012670
simneg_927d3a93	Sim	3968064	10	43359	6.598579	4.637079	0.010927
simneg_92820bdb	Sim	3968064	10	45735	6.598579	4.660249	0.011526
simneg_929cb92a	Sim	3968064	10	46935	6.598579	4.671497	0.011828
simneg_93018b84	Sim	3968064	10	47686	6.598579	4.678391	0.012017
simneg_93efb0d3	Sim	3968064	10	45542	6.598579	4.658412	0.011477
simneg_942c7316	Sim	3968064	5	51205	6.598579	4.709312	0.012904
simneg_949f3768	Sim	3968064	10	40307	6.598579	4.605380	0.010158
simneg_94a5d160	Sim	3968064	10	41321	6.598579	4.616171	0.010413
simneg_95d54353	Sim	3968064	10	47090	6.598579	4.672929	0.011867
simneg_96c789c0	Sim	3968064	10	39607	6.598579	4.597772	0.009981
simneg_971d52ab	Sim	3968064	1	54627	6.598579	4.737407	0.013767
simneg_978602c9	Sim	3968064	5	49604	6.598579	4.695517	0.012501
simneg_98406bb3	Sim	3968064	10	46067	6.598579	4.663390	0.011609
simneg_987a6c22	Sim	3968064	10	45688	6.598579	4.659802	0.011514
simneg_9953dc96	Sim	3968064	1	66546	6.598579	4.823122	0.016770
simneg_99618de5	Sim	3968064	10	45544	6.598579	4.658431	0.011478
simneg_9b8092e8	Sim	3968064	10	45064	6.598579	4.653830	0.011357
simneg_9b92756b	Sim	3968064	5	51684	6.598579	4.713356	0.013025
simneg_9ba0dc17	Sim	3968064	10	46666	6.598579	4.669001	0.011760
simneg_9c3c8270	Sim	3968064	1	63536	6.598579	4.803020	0.016012
simneg_9ca72e3a	Sim	3968064	5	48320	6.598579	4.684127	0.012177
simneg_9cc5d271	Sim	3968064	10	42729	6.598579	4.630723	0.010768
simneg_9cfe3b9f	Sim	3968064	10	47751	6.598579	4.678982	0.012034
simneg_9d0a483a	Sim	3968064	10	47358	6.598579	4.675393	0.011935
simneg_9db7dd58	Sim	3968064	5	54275	6.598579	4.734600	0.013678
simneg_9e8fc971	Sim	3968064	10	43017	6.598579	4.633640	0.010841
simneg_9f41d6d7	Sim	3968064	1	65140	6.598579	4.813848	0.016416
simneg_9ff119c8	Sim	3968064	10	40693	6.598579	4.609520	0.010255
simneg_a06f492a	Sim	3968064	10	45633	6.598579	4.659279	0.011500
simneg_a26643b4	Sim	3968064	5	56963	6.598579	4.755593	0.014355
simneg_a2747a8d	Sim	3968064	10	39538	6.598579	4.597015	0.009964
simneg_a2a88753	Sim	3968064	10	43429	6.598579	4.637780	0.010945
simneg_a3d913fd	Sim	3968064	1	59591	6.598579	4.775181	0.015018
simneg_a3e41848	Sim	3968064	1	69191	6.598579	4.840050	0.017437
simneg_a40e5f76	Sim	3968064	10	50453	6.598579	4.702887	0.012715
simneg_a44e2a3a	Sim	3968064	10	43362	6.598579	4.637109	0.010928
simneg_a5b10bd1	Sim	3968064	10	46249	6.598579	4.665102	0.011655
simneg_a64cebe9	Sim	3968064	1	64199	6.598579	4.807528	0.016179
simneg_a6be9f98	Sim	3968064	10	49299	6.598579	4.692838	0.012424
simneg_a6e43ad7	Sim	3968064	5	48678	6.598579	4.687333	0.012267
simneg_a73f1c38	Sim	3968064	1	64225	6.598579	4.807704	0.016185
simneg_a77aaf56	Sim	3968064	10	46730	6.598579	4.669596	0.011777
simneg_a7ab3460	Sim	3968064	10	42930	6.598579	4.632761	0.010819
simneg_a7b16648	Sim	3968064	10	41884	6.598579	4.622048	0.010555
simneg_a811eb5c	Sim	3968064	10	41164	6.598579	4.614518	0.010374
simneg_a93d78e6	Sim	3968064	10	44560	6.598579	4.648945	0.011230
simneg_a9561464	Sim	3968064	5	55986	6.598579	4.748079	0.014109
simneg_aacee655	Sim	3968064	5	50086	6.598579	4.699716	0.012622
simneg_ab0e8776	Sim	3968064	1	63927	6.598579	4.805684	0.016110
simneg_ab0f7152	Sim	3968064	10	46543	6.598579	4.667854	0.011729
simneg_aba2d78d	Sim	3968064	10	41887	6.598579	4.622079	0.010556
simneg_ac213d9d	Sim	3968064	10	44730	6.598579	4.650599	0.011272
simneg_ae0e2289	Sim	3968064	10	42117	6.598579	4.624457	0.010614
simneg_ae9d77da	Sim	3968064	1	70357	6.598579	4.847307	0.017731
simneg_af90fcb0	Sim	3968064	5	48212	6.598579	4.683155	0.012150
simneg_b1a60df6	Sim	3968064	10	44687	6.598579	4.650181	0.011262
simneg_b284b308	Sim	3968064	1	63329	6.598579	4.801603	0.015960
simneg_b29e74ce	Sim	3968064	10	42630	6.598579	4.629715	0.010743
simneg_b2dc6133	Sim	3968064	10	46827	6.598579	4.670496	0.011801
simneg_b33d5178	Sim	3968064	1	72994	6.598579	4.863287	0.018395
simneg_b40bbe67	Sim	3968064	10	39145	6.598579	4.592676	0.009865
simneg_b40c6d97	Sim	3968064	10	42249	6.598579	4.625816	0.010647
simneg_b47263e0	Sim	3968064	10	43124	6.598579	4.634719	0.010868
simneg_b4c075bc	Sim	3968064	10	50145	6.598579	4.700228	0.012637
simneg_b4c39471	Sim	3968064	10	42460	6.598579	4.627980	0.010700
simneg_b5ac5a49	Sim	3968064	10	48453	6.598579	4.685321	0.012211
simneg_b732c34c	Sim	3968064	10	50554	6.598579	4.703756	0.012740
simneg_b7839bc4	Sim	3968064	5	53282	6.598579	4.726581	0.013428
simneg_b831129a	Sim	3968064	1	59810	6.598579	4.776774	0.015073
simneg_b84577e5	Sim	3968064	10	45904	6.598579	4.661851	0.011568
simneg_b86a8d7e	Sim	3968064	5	51943	6.598579	4.715527	0.013090
simneg_b9491328	Sim	3968064	1	53168	6.598579	4.725650	0.013399
simneg_bb6152d9	Sim	3968064	10	44170	6.598579	4.645127	0.011131
simneg_bbb468c9	Sim	3968064	10	48735	6.598579	4.687841	0.012282
simneg_bbff6542	Sim	3968064	1	66274	6.598579	4.821343	0.016702
simneg_bc258e36	Sim	3968064	10	41018	6.598579	4.612974	0.010337
simneg_bc74d19a	Sim	3968064	10	43325	6.598579	4.636739	0.010918
simneg_bc98233d	Sim	3968064	1	61780	6.598579	4.790848	0.015569
simneg_bcc2d186	Sim	3968064	5	47551	6.598579	4.677160	0.011983
simneg_bce53fa1	Sim	3968064	1	60442	6.598579	4.781339	0.015232
simneg_bd16b5e7	Sim	3968064	1	56791	6.598579	4.754280	0.014312
simneg_beb80b7e	Sim	3968064	1	60525	6.598579	4.781935	0.015253
simneg_bf3c17a0	Sim	3968064	10	47352	6.598579	4.675338	0.011933
simneg_bf57b69c	Sim	3968064	5	49696	6.598579	4.696321	0.012524
simneg_c0872d7f	Sim	3968064	10	50161	6.598579	4.700366	0.012641
simneg_c0b8ca63	Sim	3968064	10	47985	6.598579	4.681105	0.012093
simneg_c155e97a	Sim	3968064	1	65629	6.598579	4.817096	0.016539
simneg_c17446ff	Sim	3968064	1	59591	6.598579	4.775181	0.015018
simneg_c1ebbb4e	Sim	3968064	5	51567	6.598579	4.712372	0.012996
simneg_c39ba836	Sim	3968064	10	40177	6.598579	4.603978	0.010125
simneg_c3f033fe	Sim	3968064	10	48764	6.598579	4.688099	0.012289
simneg_c3f5ed83	Sim	3968064	10	46428	6.598579	4.666780	0.011700
simneg_c4a72ebb	Sim	3968064	10	41557	6.598579	4.618644	0.010473
simneg_c58f653a	Sim	3968064	10	42751	6.598579	4.630946	0.010774
simneg_c5bf4335	Sim	3968064	1	70863	6.598579	4.850420	0.017858
simneg_c5f47e6e	Sim	3968064	10	41045	6.598579	4.613260	0.010344
simneg_c65890ad	Sim	3968064	5	51754	6.598579	4.713944	0.013043
simneg_c6d5f941	Sim	3968064	5	48102	6.598579	4.682163	0.012122
simneg_c7711822	Sim	3968064	10	42571	6.598579	4.629114	0.010728
simneg_c7d2e8fc	Sim	3968064	10	47557	6.598579	4.677214	0.011985
simneg_c848609c	Sim	3968064	5	48129	6.598579	4.682407	0.012129
simneg_c8631bb2	Sim	3968064	10	44190	6.598579	4.645324	0.011136
simneg_c891764c	Sim	3968064	10	44561	6.598579	4.648955	0.011230
simneg_c8a64909	Sim	3968064	10	47437	6.598579	4.676117	0.011955
simneg_c952bf88	Sim	3968064	10	40013	6.598579	4.602201	0.010084
simneg_c9566bfb	Sim	3968064	10	49051	6.598579	4.690648	0.012361
simneg_ca416d50	Sim	3968064	5	48844	6.598579	4.688811	0.012309
simneg_ca7e950b	Sim	3968064	10	44515	6.598579	4.648506	0.011218
simneg_cc07abf9	Sim	3968064	10	46442	6.598579	4.666911	0.011704
simneg_cc0bebb0	Sim	3968064	10	43300	6.598579	4.636488	0.010912
simneg_ccafb364	Sim	3968064	1	67571	6.598579	4.829760	0.017029
simneg_ccb55d1c	Sim	3968064	10	44114	6.598579	4.644576	0.011117
simneg_ce0fa3b8	Sim	3968064	10	40145	6.598579	4.603631	0.010117
simneg_cf0cda28	Sim	3968064	10	45321	6.598579	4.656299	0.011421
simneg_cf34b888	Sim	3968064	1	59114	6.598579	4.771690	0.014897
simneg_d08120c8	Sim	3968064	1	61857	6.598579	4.791389	0.015589
simneg_d0bf0f54	Sim	3968064	10	46433	6.598579	4.666827	0.011702
simneg_d0d4dad0	Sim	3968064	10	46340	6.598579	4.665956	0.011678
simneg_d1150670	Sim	3968064	10	43652	6.598579	4.640004	0.011001
simneg_d13fd495	Sim	3968064	10	47218	6.598579	4.674108	0.011900
simneg_d1760cfe	Sim	3968064	1	57747	6.598579	4.761529	0.014553
simneg_d18ea366	Sim	3968064	5	52812	6.598579	4.722733	0.013309
simneg_d224059e	Sim	3968064	10	44610	6.598579	4.649432	0.011242
simneg_d25f45a1	Sim	3968064	1	55132	6.598579	4.741404	0.013894
simneg_d260a9a3	Sim	3968064	10	43116	6.598579	4.634638	0.010866
simneg_d3486a92	Sim	3968064	1	61813	6.598579	4.791080	0.015578
simneg_d4086408	Sim	3968064	1	54316	6.598579	4.734928	0.013688
simneg_d48e4295	Sim	3968064	10	47418	6.598579	4.675943	0.011950
simneg_d4ec2ba1	Sim	3968064	10	44143	6.598579	4.644862	0.011125
simneg_d668d525	Sim	3968064	10	45325	6.598579	4.656338	0.011422
simneg_d7a2f254	Sim	3968064	10	49096	6.598579	4.691046	0.012373
simneg_d7e6ceb6	Sim	3968064	10	40791	6.598579	4.610564	0.010280
simneg_d82ae066	Sim	3968064	10	46317	6.598579	4.665740	0.011672
simneg_d84d037f	Sim	3968064	10	42556	6.598579	4.628961	0.010725
simneg_d84e2c72	Sim	3968064	10	45840	6.598579	4.661245	0.011552
simneg_d886cd04	Sim	3968064	1	60298	6.598579	4.780303	0.015196
simneg_d8a2173c	Sim	3968064	10	45414	6.598579	4.657190	0.011445
simneg_d93db425	Sim	3968064	10	45850	6.598579	4.661339	0.011555
simneg_d94c6a89	Sim	3968064	1	55429	6.598579	4.743737	0.013969
simneg_daa295f6	Sim	3968064	10	43234	6.598579	4.635825	0.010895
simneg_db4250f6	Sim	3968064	5	50815	6.598579	4.705992	0.012806
simneg_db71d634	Sim	3968064	10	39005	6.598579	4.591120	0.009830
simneg_dc270868	Sim	3968064	10	41185	6.598579	4.614739	0.010379
simneg_dd5e9b01	Sim	3968064	10	46787	6.598579	4.670125	0.011791
simneg_de39e9f5	Sim	3968064	10	40279	6.598579	4.605079	0.010151
simneg_df91b61a	Sim	3968064	5	50526	6.598579	4.703515	0.012733
simneg_e1664f9e	Sim	3968064	5	52531	6.598579	4.720416	0.013238
simneg_e18aba5d	Sim	3968064	10	46516	6.598579	4.667602	0.011723
simneg_e1c6768a	Sim	3968064	10	41964	6.598579	4.622877	0.010575
simneg_e27944b8	Sim	3968064	10	47189	6.598579	4.673841	0.011892
simneg_e2c7609f	Sim	3968064	10	41471	6.598579	4.617745	0.010451
simneg_e2d83416	Sim	3968064	10	46942	6.598579	4.671562	0.011830
simneg_e376d6fd	Sim	3968064	10	45281	6.598579	4.655916	0.011411
simneg_e38b143f	Sim	3968064	10	48321	6.598579	4.684136	0.012177
simneg_e46a5af8	Sim	3968064	1	59015	6.598579	4.770962	0.014872
simneg_e4cf320d	Sim	3968064	10	40588	6.598579	4.608398	0.010229
simneg_e59cc117	Sim	3968064	10	40490	6.598579	4.607348	0.010204
simneg_e5c7376b	Sim	3968064	10	47695	6.598579	4.678473	0.012020
simneg_e69f98fd	Sim	3968064	5	50101	6.598579	4.699846	0.012626
simneg_e96ce3de	Sim	3968064	10	45516	6.598579	4.658164	0.011471
simneg_e9b53f53	Sim	3968064	10	46980	6.598579	4.671913	0.011840
simneg_e9bceff4	Sim	3968064	10	43382	6.598579	4.637310	0.010933
simneg_e9d45f90	Sim	3968064	10	48178	6.598579	4.682849	0.012141
simneg_e9f5f87f	Sim	3968064	1	58412	6.598579	4.766502	0.014721
simneg_ea846921	Sim	3968064	10	42707	6.598579	4.630499	0.010763
simneg_eb0ee947	Sim	3968064	5	48781	6.598579	4.688251	0.012293
simneg_eba4e169	Sim	3968064	10	46337	6.598579	4.665928	0.011677
simneg_ed482f89	Sim	3968064	10	45611	6.598579	4.659070	0.011495
simneg_eea36f70	Sim	3968064	10	46222	6.598579	4.664849	0.011649
simneg_ef261c1f	Sim	3968064	10	50618	6.598579	4.704305	0.012756
simneg_ef26ab46	Sim	3968064	10	42559	6.598579	4.628991	0.010725
simneg_ef7ec7f6	Sim	3968064	10	41466	6.598579	4.617692	0.010450
simneg_efeeba38	Sim	3968064	10	44147	6.598579	4.644901	0.011126
simneg_f01f76f5	Sim	3968064	1	61339	6.598579	4.787737	0.015458
simneg_f0633493	Sim	3968064	10	46573	6.598579	4.668134	0.011737
simneg_f08496e5	Sim	3968064	10	41754	6.598579	4.620698	0.010523
simneg_f184d716	Sim	3968064	10	42972	6.598579	4.633186	0.010829
simneg_f1c79658	Sim	3968064	10	47026	6.598579	4.672338	0.011851
simneg_f210b9d3	Sim	3968064	5	54379	6.598579	4.735431	0.013704
simneg_f2181c17	Sim	3968064	10	45738	6.598579	4.660277	0.011527
simneg_f25d115d	Sim	3968064	5	53201	6.598579	4.725920	0.013407
simneg_f2b37e5e	Sim	3968064	10	46197	6.598579	4.664614	0.011642
simneg_f3782dbc	Sim	3968064	1	56306	6.598579	4.750555	0.014190
simneg_f3b9d357	Sim	3968064	10	41233	6.598579	4.615245	0.010391
simneg_f47d25c9	Sim	3968064	1	64541	6.598579	4.809836	0.016265
simneg_f5b1af63	Sim	3968064	1	53760	6.598579	4.730459	0.013548
simneg_f6020f8d	Sim	3968064	10	45613	6.598579	4.659089	0.011495
simneg_f6a010ce	Sim	3968064	1	57593	6.598579	4.760370	0.014514
simneg_f6b03bf1	Sim	3968064	5	57350	6.598579	4.758533	0.014453
simneg_f72066f7	Sim	3968064	10	47040	6.598579	4.672467	0.011855
simneg_f75427c6	Sim	3968064	5	46909	6.598579	4.671256	0.011822
simneg_f8046285	Sim	3968064	10	46393	6.598579	4.666452	0.011692
simneg_f81be307	Sim	3968064	10	41306	6.598579	4.616013	0.010410
simneg_f8c4693c	Sim	3968064	5	49868	6.598579	4.697822	0.012567
simneg_f9ad234c	Sim	3968064	1	58067	6.598579	4.763929	0.014634
simneg_fa73a376	Sim	3968064	10	44700	6.598579	4.650308	0.011265
simneg_faac3f57	Sim	3968064	5	51560	6.598579	4.712313	0.012994
simneg_fab847b3	Sim	3968064	10	43302	6.598579	4.636508	0.010913
simneg_fadbd0a8	Sim	3968064	10	42665	6.598579	4.630072	0.010752
simneg_fae5c558	Sim	3968064	10	42838	6.598579	4.631829	0.010796
simneg_fb09cf5b	Sim	3968064	10	41879	6.598579	4.621996	0.010554
simneg_fb78d32e	Sim	3968064	1	61124	6.598579	4.786212	0.015404
simneg_fb851858	Sim	3968064	10	46601	6.598579	4.668395	0.011744
simneg_fc868c56	Sim	3968064	10	43057	6.598579	4.634044	0.010851
simneg_fd184b47	Sim	3968064	10	42102	6.598579	4.624303	0.010610
simneg_fe34405b	Sim	3968064	10	43056	6.598579	4.634034	0.010851
